availability,brand,condition,description,google_product_category,id,image_link,link,price,title
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/878_KillerNun_masthead.jpg Killer Nun ",new,"Legendary Swedish sex bomb Anita Ekberg (LA DOLCE VITA) stars as Sister Gertrude, a cruel nun who discovers depraved pleasure in a frenzy of drug addiction, sexual degradation and sadistic murder. Joe Dallesandro (FLESH FOR FRANKENSTEIN), Lou Castel, Alida Valli (SUSPIRIA) and Paola Morra (BEHIND CONVENT WALLS) co-star in this notorious 'Nunsploitation' based on actual events that took place in a Central European country not many years ago. Branded as obscene around the world and banned outright in Britain, KILLER NUN has been newly remastered from the original negative and is now presented in all its blasphemy. ",839,878,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/878_KillerNun_masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/KillerNun_tlr_878_HD_2ch.mp4","4.99 USD","Killer Nun"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/879_Macabre_masthead.jpg Macabre ",new,"In this horrific tale of murder, madness and perverse passion, a New Orleans wife and mother carries on a torrid affair behind her family's back. But when a violent accident leaves her lover dead, the woman returns from a mental institution determined to pursue her forbidden desires. Has she found a ghastly new way to satisfy her lust, or is sexual depravity all in the head? Discover he first feature film from DEMONS director and son of Mario, Lamberto Bava. ",839,879,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/879_Macabre_masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Macabre_tlr_879_SD_2ch.mp4","4.99 USD",Macabre
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/880_MountainCannibalGods_masthead.jpg Mountain of the Cannibal God ",new,"In Sergio Martino��s (TORSO) criminally underrated contribution to the Italian cannibal subgenre, a woman (Bond babe Ursula Andress) hires a professor (Stacey Keach) to guide her and her brother into the jungle where her anthropologist husband mysteriously disappeared. But after a scary start, the trio team up with an explorer and head towards Ra Ra Me, the ���mountain of the cannibal god��, where a tribe of flesheaters lurks in the shadows, waiting patiently (with a honey marinade) for their latest meal to arrive. Trust us, this one��s best watched on an empty stomach...",839,880,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/880_MountainCannibalGods_masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/MountainOfTheCannibalGod_tlr_880_SD_2ch.mp4","4.99 USD","Mountain of the Cannibal God"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/881_NightOfTheSeagulls_masthead.jpg Night of the Seagulls ",new,"A couple try to save a young woman from being sacrificed by the undead Knights Templar in Amando de Ossorio��s final BLIND DEAD film. In a coastal town, frightened villagers sacrifice virgins to the blood cult of the eyeless zombies, who rise from the sea to feast on flesh, leaving the souls of the damned trapped in the screams of gulls. But when a doctor and his wife move to the town, they foolishly decide to stop a local lass from becoming the ghouls�� next meal. Though the zombies are just as slow-moving as ever, the terror is at its most intense in this entry. ",839,881,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/881_NightOfTheSeagulls_masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/NightOfTheSeaGulls_tlr_881_SD_2ch.mp4","4.99 USD","Night of the Seagulls"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_882_NightTrainMurders_Thumbnail.jpg Night Train Murders ",new,"From director Aldo Lado (SHORT NIGHT OF THE GLASS DOLLS). comes one of the most graphically fiendish films in exploitation history. Arriving in the wake of Wes Craven's shocking LAST HOUSE ON THE LEFT, NIGHT TRAIN MURDERS is the story of two teenage girls traveling through Europe, forced into a nightmare of sexual assault and sadistic violence. Banned in the UK as a ""video nasty,"" and featuring a score from the iconic Ennio Morricone, NIGHT TRAIN MURDERS remains a grisly thriller from a bygone era. ",839,882,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_882_NightTrainMurders_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/NightTrainMurders_tlr_882_HD_2ch.mp4","4.99 USD","Night Train Murders"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_883_ReturnOfTheEvilDead_Thumbnail.jpg Return of the Evil Dead ",new,"In this second, startling film in the BLIND DEAD series, writer/director Amando de Ossorio returns to the horrific origin of the depraved Templar: heretic knights whose eyes were burned out by medieval vigilantes to prevent them from finding their way back from Hell. Now on the 500th anniversary of their execution, the blind horsemen rise from their tombs to wreak bloody revenge on the town that condemned them. Tony Kendall (WHEN THE SCREAMING STOPS), Frank Brana (PIECES) and Lone Fleming (TOMBS OF THE BLIND DEAD) star in this chilling sequel that rocked the EuroHorror genre.",839,883,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_883_ReturnOfTheEvilDead_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/ReturnOfTheEvilDead_tlr_883_SD_2ch.mp4","4.99 USD","Return of the Evil Dead"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_884_ShortNightOfTheGlassDolls_Thumbnail.jpg Short Night of the Glass Dolls ",new,"In this stellar, politically-minded giallo, the corpse of reporter Gregory Moore (Jean Sorel of LIZARD IN A WOMAN'S SKIN) is found in a Prague plaza and brought to the local morgue. But Moore is actually alive, trapped inside his dead body and desperately recalling how the mysterious disappearance of his beautiful girlfriend (Barbara Bach of THE SPY WHO LOVED ME) led to a terrifying conspiracy of depravity. Can a reporter with no visible signs of life solve this perverse puzzle before he meets his ultimate deadline? ",839,884,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_884_ShortNightOfTheGlassDolls_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/ShortNightOfGlassDolls_tlr_884_SD_2ch.mp4","4.99 USD","Short Night of the Glass Dolls"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_885_Succubus_Thumbnail.jpg Succubus ",new,"An exotic dancer (Janine Reynaud) who performs S&M routines for pervy audiences develops an urge to kill after meeting a mysterious man who insists she��s forgotten who she really is. But who is he? And why is she suddenly having murderous hallucinations that seem very real? Jess Franco��s trippy 15th film mixes elements of horror and erotica to create a dreamy semi-parody of Euro-arthouse cinema. For Franco historian Stephen Thrower, SUCCUBUS is ���a charged lodestone that transforms [Franco��s] cinema, pointing the way to the manifold wonders of his subsequent career.��",839,885,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_885_Succubus_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Succubus_tlr_885_SD_2ch.mp4","4.99 USD",Succubus
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_886_TheNesting_thumbnail.jpg The Nesting ",new,"Agoraphobic mystery novelist Lauren Cochran decides to leave the city in an attempt to cure her recent writer's block. She rents an old Victorian house in the quiet countryside, unaware of its shocking history. As those around her suffer increasingly violent deaths, Lauren begins to unravel the truth: the house was once an infamous brothel now haunted by the victims of a bloody massacre. Will her terrifying phobia allow her to escape from THE NESTING? ",839,886,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_886_TheNesting_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Nesting_tlr_886_HD_2ch.mp4","4.99 USD","The Nesting"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_887_TheProwler_thumbnail.jpg The Prowler ",new,"Avalon Bay, 1945: On the night of her graduation dance, young Rosemary and her date are brutally murdered by a prowler thought to be a jilted soldier home from the war. Thirty years later, the dance is held again for the first time since that horrific evening, but something else may have also returned... Tonight, the teens of this sleepy town will meet their grisly ends at the hands ��� and pitchfork, blade and more ��� of The Prowler. Directed by FRIDAY THE 13TH: THE FINAL CHAPTER's Joseph Zito, THE PROWLER has risen to slasher prominence thanks to stunning FX from makeup legend, Tom Savini ",839,887,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_887_TheProwler_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Prowler_tlr_887_HD_2ch.mp4","4.99 USD","The Prowler"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_888_UncleSame_thumbnail.jpg Uncle Sam ",new,"The corpse of a patriotic veteran comes back to life on July 4th, dons an Uncle Sam costume and goes on a killing spree in his hometown. Sam��s main target? Anyone who offends his ultra-patriotic views, including corrupt congressmen, anti-war people and more! But don��t think director William Lustig (MANIAC) and screenwriter Larry Cohen (GOD TOLD ME TO) are celebrating fascistic patriotism with their subversive and silly slasher. UNCLE SAM ultimately skewers the kind of rah-rah right wing attitudes that have now come into full bloom 20 years after Lustig��s film was released. ",839,888,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_888_UncleSame_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/UncleSam_tlr_888_HD_2ch.mp4","4.99 USD","Uncle Sam"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_889_TheBlackBellyOfTheTarantula_thumbnail.jpg Black Belly of the Tarantula ",new,"A policeman hunts a serial killer who paralyzes his victims before slaying them in this cult giallo hit from MONDO CANE director Paolo Cavara. Italian heartthrob Giancarlo Giannini (HANNIBAL) stars as Inspector Tellini, who��s drawn into the web of a psycho who cuts open his frozen female victims, the same way a rare wasp kills a tarantula. Throw in a mysterious women��s spa, three (yes, three!) Bond girls, and a must-hear score by Ennio Morricone and you��ve got a recipe for a grade-A giallo, as stylish and scary as a killer in a crisp black trench coat.",839,889,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_889_TheBlackBellyOfTheTarantula_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/BlackBellyoftheTarantula_tlr_889_SD_2ch.mp4","4.99 USD","Black Belly of the Tarantula"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_890_Venom_thumbnail.jpg Venom ",new,"Three kidnappers find out crime really doesn��t pay when their young victim accidentally becomes owner of a furious Black Mamba, the deadliest snake on Earth! Now the clueless criminals (Euro-cult cinema legends Klaus Kinski, Oliver Reed and Susan George) are trapped in a house surrounded by police, while on the inside, the slithering serpent is plotting where to sink its poisonous fangs. VENOM was intended to be Tobe Hooper��s follow-up to EATEN ALIVE. But when he was suddenly fired, Piers Haggard (BLOOD ON SATAN��S CLAW) stepped in to see the scary story through.",839,890,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_890_Venom_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Venom_tlr_890_SD_2ch.mp4","4.99 USD",Venom
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_891_WhoSawHerDie_thumbnail.jpg Who Saw Her Die? ",new,"The life of a Venice sculptor (former James Bond George Lazenby of ON HER MAJESTY'S SECRET SERVICE) is torn apart when his visiting young daughter (Nicoletta Elmi of DEEP RED and TWITCH OF THE DEATH NERVE) is found murdered. But when the police are unable to find the killer, the grieving father's own investigation uncovers a high-level conspiracy of sexual perversion and violence. What depraved compulsions led to the murder of this child? And most horrifying of all, Who Saw Her Die? ",839,891,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_891_WhoSawHerDie_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/WhoSawHerDie_tlr_891_SD_2ch.mp4","4.99 USD","Who Saw Her Die?"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_892_AmytivilleII_Thumbnail.jpg Amityville II: The Possession ",new,"Loosely based on the original murders said to haunt 112 Ocean Avenue, this prequel to the first AMITYVILLE HORROR has the Montellli family's eldest son haunted by Indian spirits buried beneath the infamous Long Island house. Notably superior to ��� and sleazier than ��� THE AMITYVILLE HORROR, AMITYVILLE II sees Italian director Damiano Damiani and writer Tommy Lee Wallace (HALLOWEEN III) craft a hybrid haunting-possession film rife with terrifying taboo. ",839,892,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_892_AmytivilleII_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Amityville2ThePossesion_tlr_892_SD_2ch.mp4","4.99 USD","Amityville II: The Possession"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/893_Cube_masthead.jpg Cube ",new,"Seven complete strangers of widely varying personality characteristics are involuntarily placed in an endless kafkaesque maze containing deadly traps. Stunning filmmaker Vincenzo Natali (SPLICE) broke through with this philopsophical, visceral Twilight Zone-esque horror. Surreal and spectacular, CUBE remains as grisly and mind-bending as ever. ",839,893,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/893_Cube_masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Cube_tlr_893_HD_2ch.mp4","4.99 USD",Cube
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/894_DeadZone_masthead.jpg The Dead Zone ",new,"A man awakens from a coma to discover that he can tell a person��s fate by touching them. Christopher Walken stars as Johnny Smith, a struggling with newfound psychic ability. Can he use his strange gift to avert disaster? After VIDEODROME, David Cronenberg departed from Body Horror with this acclaimed 1983 adaptation of the Stephen King novel of the same name. ",839,894,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/894_DeadZone_masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/DeadZone_tlr_894_HD_2ch.mp4","4.99 USD","The Dead Zone"
